CATEGORY,FOOD ITEM,QUANTITY,UNIT,PROTEIN,NET CARBS,DIETARY FIBRE,TOTAL SUGARS,FATS,CALORIES,unit_category,Protein_Level,Carbs_Level,Fats_Level,Refined_Cluster_Description,Cluster_Number,Reverse_Cluster_Number
BEETROOT,"Beetroot, fresh, purple, peeled, boiled, drained",100,G,2.0,9.0,3.8,9.0,0.1,52.5,Base Units,Low,Medium,Very Low,"Low, Medium, Very Low",35,89
BEETROOT,"Beetroot, canned in brine, drained",100,G,1.2,8.7,2.0,8.7,0.0,43.6,Base Units,Very Low,Medium,Very Low,"Very Low, Medium, Very Low",10,114
BERRY FRUIT,"Mulberry, raw",100,G,2.2,4.3,2.2,4.3,0.2,32.2,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
BERRY FRUIT,"Raspberry, raw",100,G,1.1,6.8,5.6,6.5,0.2,44.6,Base Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
BERRY FRUIT,"Raspberry, purchased frozen",100,G,1.1,6.8,5.6,6.5,0.2,44.6,Base Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
BERRY FRUIT,"Raspberry, canned in syrup",100,G,0.6,17.0,2.5,16.8,0.1,76.3,Base Units,Very Low,High,Very Low,"Very Low, High, Very Low",15,109
BERRY FRUIT,"Raspberry, canned in syrup, drained",100,G,1.0,16.2,6.0,15.9,0.2,82.6,Base Units,Very Low,High,Very Low,"Very Low, High, Very Low",15,109
BERRY FRUIT,"Raspberry, canned in syrup, syrup only",100,G,0.2,17.5,0.0,17.5,0.0,70.8,Base Units,Very Low,High,Very Low,"Very Low, High, Very Low",15,109
BERRY FRUIT,"Strawberry, raw",100,G,0.7,3.9,2.5,3.8,0.2,25.2,Base Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
BERRY FRUIT,"Strawberry, purchased frozen",100,G,0.7,3.9,2.5,3.8,0.2,25.2,Base Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
BERRY FRUIT,"Strawberry, canned in syrup",100,G,0.4,18.9,1.5,18.7,0.2,82.0,Base Units,Very Low,High,Very Low,"Very Low, High, Very Low",15,109
BERRY FRUIT,"Strawberry, canned in syrup, drained",100,G,0.9,18.7,3.5,18.5,0.1,86.3,Base Units,Very Low,High,Very Low,"Very Low, High, Very Low",15,109
BERRY FRUIT,"Strawberry, canned in syrup, syrup only",100,G,0.1,19.0,0.0,18.8,0.2,78.2,Base Units,Very Low,High,Very Low,"Very Low, High, Very Low",15,109
BERRY FRUITS,"Blackberry, raw",100,G,1.4,7.5,6.1,7.5,0.3,50.5,Base Units,Low,Medium,Very Low,"Low, Medium, Very Low",35,89
BERRY FRUITS,"Blueberry, raw",100,G,0.5,9.6,3.5,9.2,0.0,47.4,Base Units,Very Low,Medium,Very Low,"Very Low, Medium, Very Low",10,114
BERRY FRUITS,"Blueberry, purchased frozen",100,G,0.5,9.9,3.6,9.4,0.0,48.8,Base Units,Very Low,Medium,Very Low,"Very Low, Medium, Very Low",10,114
BREAD,"Breadcrumbs, white",100,G,14.0,68.5,4.7,4.6,4.1,376.3,Base Units,High,Very High,Medium,"High, Very High, Medium",97,27
BREADS,"Bread roll, from white flour",100,G,9.3,44.6,3.0,3.4,2.9,247.7,Base Units,High,Very High,Low,"High, Very High, Low",96,28
BREADS,"Bread, wrap, white, commercial",100,G,7.8,46.9,3.0,5.3,8.4,300.4,Base Units,High,Very High,High,"High, Very High, High",98,26
BREADS,"Bread, from white flour, sour dough, commercial",100,G,8.8,42.9,3.1,1.2,1.4,225.6,Base Units,High,Very High,Low,"High, Very High, Low",96,28
BREADS,"Bread, from white flour, sour dough, commercial, toasted",100,G,10.4,51.1,3.7,1.4,1.7,268.7,Base Units,High,Very High,Low,"High, Very High, Low",96,28
BREADS,"Bread, from wholemeal flour",100,G,10.4,39.2,6.9,3.2,2.5,234.7,Base Units,High,High,Low,"High, High, Low",91,33
BREADS,"Bread, Naan, commercial",100,G,8.0,47.8,2.6,6.0,7.1,292.3,Base Units,High,Very High,High,"High, Very High, High",98,26
BREADS,"Bread, pizza base, commercial",100,G,8.6,48.5,2.7,3.7,3.3,263.5,Base Units,High,Very High,Low,"High, Very High, Low",96,28
BREADS,"Bread, tortilla, white, commercial",100,G,7.3,46.3,2.0,4.3,9.0,299.4,Base Units,Medium,Very High,High,"Medium, Very High, High",73,51
BREADS,"Bread, damper, from white flour, homemade",100,G,7.5,42.9,3.3,2.9,5.5,257.7,Base Units,High,Very High,Medium,"High, Very High, Medium",97,27
BREADS,"Bread, flat (pita or Lebanese), white, commercial",100,G,9.5,49.1,3.7,3.1,2.1,260.7,Base Units,High,Very High,Low,"High, Very High, Low",96,28
BREADS,"Bread, flat (pita or Lebanese), wholemeal, commercial",100,G,8.6,47.2,6.4,3.1,2.0,254.0,Base Units,High,Very High,Low,"High, Very High, Low",96,28
BREADS,"Bread, from white flour",100,G,9.5,46.2,3.2,3.1,2.0,247.2,Base Units,High,Very High,Low,"High, Very High, Low",96,28
BREADS,"Bread, from white flour, toasted",100,G,10.8,54.3,4.3,3.7,2.8,294.2,Base Units,High,Very High,Low,"High, Very High, Low",96,28
BREADS,"Bread, from white flour, added calcium",100,G,9.7,43.8,2.9,2.7,1.8,236.0,Base Units,High,Very High,Low,"High, Very High, Low",96,28
BREADS,"Bread, from white flour, added calcium, toasted",100,G,11.2,50.9,3.4,3.1,2.0,273.2,Base Units,High,Very High,Low,"High, Very High, Low",96,28
BREADS,"Bread, from white flour, added fibre",100,G,9.7,43.6,6.4,2.5,1.7,241.3,Base Units,High,Very High,Low,"High, Very High, Low",96,28
BREADS,"Bread, from white flour, added fibre, toasted",100,G,11.5,51.9,7.7,3.0,2.0,287.0,Base Units,High,Very High,Low,"High, Very High, Low",96,28
BREADS,"Bread, from white flour, added iron",100,G,9.7,43.8,2.9,2.7,1.8,236.0,Base Units,High,Very High,Low,"High, Very High, Low",96,28
BREADS,"Bread, from white flour, added iron, toasted",100,G,11.2,50.9,3.4,3.1,2.0,273.2,Base Units,High,Very High,Low,"High, Very High, Low",96,28
BREADS,"Bread, from white flour, added omega-3 polyunsaturates",100,G,9.1,46.6,3.1,2.4,2.1,247.9,Base Units,High,Very High,Low,"High, Very High, Low",96,28
BREADS,"Bread, from white flour, added omega-3 polyunsaturates, toasted",100,G,10.6,54.2,3.6,2.8,2.4,288.0,Base Units,High,Very High,Low,"High, Very High, Low",96,28
BREADS,"Bread, from white Jackaroo flour, added fibre and vitamins B1 & folate & Fe",100,G,8.3,45.7,6.5,3.8,2.3,249.7,Base Units,High,Very High,Low,"High, Very High, Low",96,28
BREADS,"Bread, from white Jackaroo flour, added fibre and vitamins B1 & folate & Fe, toasted",100,G,9.8,53.8,7.6,4.5,2.7,293.9,Base Units,High,Very High,Low,"High, Very High, Low",96,28
BREADS,"Bread, from white flour, Italian-style, commercial",100,G,9.0,46.8,3.9,2.0,2.5,253.5,Base Units,High,Very High,Low,"High, Very High, Low",96,28
BREADS,"Bread, from white flour, Italian-style, commercial, toasted",100,G,10.7,55.7,4.6,2.4,3.0,301.8,Base Units,High,Very High,Low,"High, Very High, Low",96,28
BREADS,"Bread roll, from white flour, toasted",100,G,10.8,51.9,3.5,4.0,3.4,288.4,Base Units,High,Very High,Low,"High, Very High, Low",96,28
BREADS,"Bread roll, topped with cheese",100,G,12.4,35.8,2.4,2.8,9.0,278.6,Base Units,High,High,High,"High, High, High",93,31
BREADS,"Bread roll, topped with cheese & bacon",100,G,16.6,27.0,1.8,2.3,11.2,278.8,Base Units,High,High,High,"High, High, High",93,31
BREADS,"Bread, from wholemeal flour, toasted",100,G,12.2,46.1,8.1,3.7,2.9,275.5,Base Units,High,Very High,Low,"High, Very High, Low",96,28
BREADS,"Bread, from wholemeal flour, extra grainy & seeds",100,G,11.0,38.9,7.9,2.9,4.4,255.0,Base Units,High,High,Medium,"High, High, Medium",92,32
BREADS,"Bread, from wholemeal flour, extra grainy & seeds, toasted",100,G,13.0,45.8,9.3,3.4,5.1,299.7,Base Units,High,Very High,Medium,"High, Very High, Medium",97,27
BREADS,"Bread roll, from wholemeal flour",100,G,10.1,45.2,5.8,3.0,3.0,259.8,Base Units,High,Very High,Low,"High, Very High, Low",96,28
BREADS,"Bread roll, from wholemeal flour, toasted",100,G,11.9,53.1,6.9,3.5,3.5,305.3,Base Units,High,Very High,Low,"High, Very High, Low",96,28
BREADS,"Bread, organic",100,G,11.6,40.3,5.6,1.3,2.9,244.9,Base Units,High,High,Low,"High, High, Low",91,33
BREADS,"Bread, organic, toasted",100,G,13.7,47.4,6.6,1.5,3.4,288.2,Base Units,High,Very High,Low,"High, Very High, Low",96,28
BREADS,"Bread, mixed grain",100,G,10.7,39.8,5.8,2.5,4.5,254.1,Base Units,High,High,Medium,"High, High, Medium",92,32
BREADS,"Bread, mixed grain, toasted",100,G,12.6,46.8,6.9,3.0,5.3,299.1,Base Units,High,Very High,Medium,"High, Very High, Medium",97,27
BREADS,"Bread, from white flour, extra grainy & seeds",100,G,10.5,44.7,5.7,2.8,4.4,271.8,Base Units,High,Very High,Medium,"High, Very High, Medium",97,27
BREADS,"Bread, from white flour, extra grainy & seeds, toasted",100,G,12.3,52.6,6.7,3.3,5.2,319.8,Base Units,High,Very High,Medium,"High, Very High, Medium",97,27
BREADS,"Bread roll, mixed grain",100,G,12.2,40.3,5.6,2.3,3.0,248.2,Base Units,High,High,Low,"High, High, Low",91,33
BREADS,"Bread roll, mixed grain, toasted",100,G,14.4,47.4,6.6,2.7,3.5,291.9,Base Units,High,Very High,Low,"High, Very High, Low",96,28
BREADS,"Bread, from white flour, Turkish",100,G,7.8,45.5,3.6,2.2,2.8,245.6,Base Units,High,Very High,Low,"High, Very High, Low",96,28
BREADS,"Bread, from white flour, Turkish, toasted",100,G,9.2,54.2,4.3,2.6,3.3,291.9,Base Units,High,Very High,Low,"High, Very High, Low",96,28
BREADS,"Bread, from white flour, added dried fruit",100,G,8.8,47.3,3.6,18.1,3.7,264.9,Base Units,High,Very High,Low,"High, Very High, Low",96,28
BREADS,"Bread, from wheat flour, added dried fruit, toasted",100,G,9.8,52.6,4.0,20.1,4.1,294.5,Base Units,High,Very High,Medium,"High, Very High, Medium",97,27
BREADS,"Bread, garlic, commercial, cooked",100,G,8.0,42.8,3.0,3.4,15.1,345.1,Base Units,High,Very High,Very High,"High, Very High, Very High",99,25
BREADS,"Bread, garlic or herb, homemade, cooked",100,G,8.8,40.5,3.6,3.2,11.3,306.1,Base Units,High,High,High,"High, High, High",93,31
BREADS,"Bread, gluten free",100,G,5.5,36.6,3.9,2.6,3.9,211.3,Base Units,Medium,High,Low,"Medium, High, Low",66,58
BREADS,"Bread, gluten free, toasted",100,G,6.5,43.6,4.6,3.1,4.6,251.0,Base Units,Medium,Very High,Medium,"Medium, Very High, Medium",72,52
BREADS,"Bread, from rye flour, sour dough",100,G,9.2,42.7,5.2,2.0,1.6,232.4,Base Units,High,Very High,Low,"High, Very High, Low",96,28
BREADS,"Bread, from rye flour, sour dough, toasted",100,G,10.8,50.2,6.1,2.4,1.9,273.3,Base Units,High,Very High,Low,"High, Very High, Low",96,28
BREAKFAST CEREALS,"Oats, hulled, uncooked",100,G,12.5,55.5,8.6,1.2,9.8,377.4,Base Units,High,Very High,High,"High, Very High, High",98,26
BREAKFAST CEREALS,"Oats, rolled, uncooked",100,G,12.2,49.9,9.5,1.0,9.5,352.9,Base Units,High,Very High,High,"High, Very High, High",98,26
BREAKFAST CEREALS,"Porridge, rolled oats, prepared with regular fat cows milk",100,G,5.3,13.7,1.6,5.3,4.9,123.3,Base Units,Medium,High,Medium,"Medium, High, Medium",67,57
BREAKFAST CEREALS,"Porridge, rolled oats, prepared with water",100,G,3.0,11.4,2.9,0.3,2.9,89.5,Base Units,Low,Medium,Low,"Low, Medium, Low",36,88
BREAKFAST CEREALS,"Oats, rolled, mixed with sugar or honey & other flavours, uncooked",100,G,8.3,69.1,7.5,24.0,7.5,392.1,Base Units,High,Very High,High,"High, Very High, High",98,26
BREAKFAST CEREALS,"Porridge, rolled oats mixed with sugar or honey & other flavours, prepared with cows milk",100,G,4.6,19.8,1.7,9.8,4.5,141.5,Base Units,Low,High,Medium,"Low, High, Medium",42,82
BUFFALO,"Buffalo, swamp, cube roll, raw",,,24.4,0.0,0.0,0.0,2.5,120.1,Unknown,Very High,Very Low,Low,"Very High, Very Low, Low",101,23
BUFFALO,"Buffalo, swamp, topside, raw",,,24.6,0.0,0.0,0.0,0.8,105.6,Unknown,Very High,Very Low,Low,"Very High, Very Low, Low",101,23
BUFFALO,"Buffalo, riverine, cube roll, raw",,,23.9,0.0,0.0,0.0,6.6,155.0,Unknown,Very High,Very Low,High,"Very High, Very Low, High",103,21
BUFFALO,"Buffalo, riverine, topside, raw",,,24.4,0.0,0.0,0.0,2.2,117.4,Unknown,Very High,Very Low,Low,"Very High, Very Low, Low",101,23
BUNS,"Bun, sweet, with dried fruit, uniced",100,G,7.6,49.4,3.4,16.9,6.0,288.8,Base Units,High,Very High,Medium,"High, Very High, Medium",97,27
BUNS,"Bun, sweet, with dried fruit, iced",100,G,6.4,51.5,1.9,18.0,6.0,289.4,Base Units,Medium,Very High,Medium,"Medium, Very High, Medium",72,52
BUNS,"Bun, sweet, hot cross bun, with dried fruit",100,G,7.2,50.2,4.1,21.0,3.2,266.6,Base Units,Medium,Very High,Low,"Medium, Very High, Low",71,53
BUTTER,"Butter, plain, salted",100,G,1.1,0.6,0.0,0.6,81.3,738.5,Base Units,Very Low,Low,Very High,"Very Low, Low, Very High",9,115
BUTTER,"Butter, plain, no added salt",100,G,1.1,0.6,0.0,0.6,81.3,738.5,Base Units,Very Low,Low,Very High,"Very Low, Low, Very High",9,115
BUTTER,"Ghee, clarified butter",100,G,0.3,0.0,0.0,0.0,99.9,900.3,Base Units,Very Low,Very Low,Very High,"Very Low, Very Low, Very High",4,120
CABBAGE,"Bok choy, raw",100,G,2.5,0.6,2.4,0.6,0.2,19.0,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
CABBAGE,"Bok choy, fried, no added fat",100,G,3.6,0.8,3.5,0.8,0.3,27.3,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
CABBAGE,"Bok choy, steamed",100,G,2.6,0.6,2.6,0.6,0.2,19.8,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
CABBAGE,"Broccoli, fresh, raw",100,G,4.7,0.4,3.7,0.4,0.3,30.5,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
CABBAGE,"Broccoli, fresh, microwaved",100,G,3.2,1.3,2.9,1.3,0.4,27.4,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
CABBAGE,"Broccoli, fresh, boiled, drained",100,G,2.9,1.2,2.5,1.1,0.3,24.1,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
CABBAGE,"Broccoli, fresh, baked, no added fat",100,G,5.7,0.5,4.5,0.5,0.4,37.4,Base Units,Medium,Low,Very Low,"Medium, Low, Very Low",55,69
CABBAGE,"Broccolini, fresh, raw",100,G,3.2,2.0,2.5,1.3,0.4,29.4,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
CABBAGE,"Broccolini, fresh, boiled, drained",100,G,3.3,2.1,2.6,1.4,0.4,30.4,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
CABBAGE,"Brussels sprout, fresh, raw",100,G,3.8,2.1,4.5,2.1,0.3,35.3,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
CABBAGE,"Brussels sprout, fresh, boiled, drained",100,G,4.0,2.2,4.7,2.2,0.3,36.9,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
CABBAGE,"Cabbage, Chinese, raw",100,G,1.1,0.9,1.1,0.9,0.0,10.2,Base Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
CABBAGE,"Cabbage, Chinese, boiled, drained",100,G,1.1,0.9,1.1,0.9,0.0,10.2,Base Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
CABBAGE,"Cabbage, Chinese flowering, raw",100,G,1.3,0.9,2.8,0.8,0.3,17.1,Base Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
CABBAGE,"Cabbage, Chinese flowering, boiled, drained",100,G,1.4,0.9,2.9,0.8,0.3,17.7,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
CABBAGE,"Cabbage, mustard, raw",100,G,2.3,0.7,1.8,0.7,0.3,18.3,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
CABBAGE,"Cabbage, mustard, boiled, drained",100,G,2.4,0.7,1.9,0.7,0.3,18.9,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
CABBAGE,"Cabbage, red, raw",100,G,2.2,2.7,3.4,2.7,0.3,29.1,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
CABBAGE,"Cabbage, red, boiled, drained",100,G,2.3,2.8,3.5,2.8,0.3,30.1,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
CABBAGE,"Cabbage, savoy, raw",100,G,1.7,2.3,2.3,2.3,0.1,21.5,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
CABBAGE,"Cabbage, savoy, boiled, drained",100,G,1.8,2.4,2.4,2.4,0.1,22.5,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
CABBAGE,"Cabbage, white, raw",100,G,1.3,2.8,2.4,2.8,0.1,22.1,Base Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
CABBAGE,"Cabbage, white, boiled, drained",100,G,1.4,2.9,2.4,2.9,0.1,22.9,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
CABBAGE,"Kale, raw",100,G,3.3,0.3,4.7,0.3,0.0,23.8,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
CABBAGE,"Kohlrabi, peeled, fresh, raw",100,G,3.7,4.2,3.3,4.2,0.1,39.1,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
CABBAGE,"Kale, cooked, no added fat",100,G,4.7,0.4,6.7,0.4,0.0,33.8,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
CABBAGE,"Kohlrabi, peeled, fresh, boiled, drained",100,G,3.8,4.4,3.4,4.4,0.1,40.5,Base Units,Low,Low,Very Low,"Low, Low, Very Low",30,94
CAKE,"Cake mix, plain, dry powder",100,G,4.8,73.5,1.4,42.5,8.2,389.8,Base Units,Medium,Very High,High,"Medium, Very High, High",73,51
CAKE,"Cake, carrot, commercial, iced",100,G,4.4,47.6,1.5,30.5,20.4,394.6,Base Units,Low,Very High,Very High,"Low, Very High, Very High",49,75
CAKE,"Cake, carrot, homemade, uniced",100,G,4.8,45.2,2.2,31.2,15.9,347.5,Base Units,Medium,Very High,Very High,"Medium, Very High, Very High",74,50
CAKE,"Cake, carrot, homemade, iced",100,G,3.9,49.4,1.8,37.7,14.9,350.9,Base Units,Low,Very High,Very High,"Low, Very High, Very High",49,75
CAKE,"Cake, chocolate, homemade, uniced",100,G,7.9,41.3,2.9,17.9,19.2,375.4,Base Units,High,Very High,Very High,"High, Very High, Very High",99,25
CAKE,"Cake, chocolate, homemade, iced",100,G,6.6,46.4,2.6,27.0,17.8,377.4,Base Units,Medium,Very High,Very High,"Medium, Very High, Very High",74,50
CAKE,"Cake, fruit, homemade, uniced",100,G,3.9,48.2,3.0,38.7,9.9,303.5,Base Units,Low,Very High,High,"Low, Very High, High",48,76
CAKE,"Cake, lamington, unfilled",100,G,4.7,48.0,2.4,31.5,9.4,300.2,Base Units,Low,Very High,High,"Low, Very High, High",48,76
CAKE,"Cake, mud, dark chocolate, commercial, chocolate ganache icing",100,G,5.1,48.7,2.6,33.1,13.8,344.6,Base Units,Medium,Very High,High,"Medium, Very High, High",73,51
CAKE,"Cake, mud, dark chocolate, homemade, uniced",100,G,5.6,32.5,0.5,25.5,34.3,462.1,Base Units,Medium,High,Very High,"Medium, High, Very High",69,55
CAKE,"Cake, mud, dark chocolate, homemade, chocolate ganache icing",100,G,5.2,35.5,0.6,28.3,33.8,468.2,Base Units,Medium,High,Very High,"Medium, High, Very High",69,55
CAKE,"Cake, plain butter cake, commercial, uniced",100,G,8.2,46.9,1.3,25.3,15.2,359.8,Base Units,High,Very High,Very High,"High, Very High, Very High",99,25
CAKE,"Cake, plain butter cake, commercial, iced",100,G,5.0,52.7,1.4,36.7,16.1,378.5,Base Units,Medium,Very High,Very High,"Medium, Very High, Very High",74,50
CAKE,"Cake, plain butter cake, homemade, uniced",100,G,6.7,52.5,0.9,23.5,16.1,383.5,Base Units,Medium,Very High,Very High,"Medium, Very High, Very High",74,50
CAKE,"Cake, plain butter cake, homemade, iced",100,G,5.4,55.2,0.7,31.5,15.1,379.7,Base Units,Medium,Very High,Very High,"Medium, Very High, Very High",74,50
CAKE,"Cake, sponge, plain, commercial, uniced, unfilled",100,G,7.5,56.5,1.2,32.5,8.2,332.2,Base Units,High,Very High,High,"High, Very High, High",98,26
CAKE,"Cake, sponge, plain, commercial, uniced, filled with jam & cream",100,G,6.7,58.0,1.2,37.6,12.2,371.0,Base Units,Medium,Very High,High,"Medium, Very High, High",73,51
CAKES,"Bread, banana",100,G,5.7,43.1,1.5,25.1,11.0,297.2,Base Units,Medium,Very High,High,"Medium, Very High, High",73,51
CAMEL,"Camel, steak, as purchased, raw",100,G,20.8,0.0,0.0,0.0,4.3,121.9,Base Units,Very High,Very Low,Medium,"Very High, Very Low, Medium",102,22
CAMEL,"Camel, steak, as purchased, fried, no added fat",100,G,32.0,0.0,0.0,0.0,6.7,188.3,Base Units,Very High,Very Low,High,"Very High, Very Low, High",103,21
CAMEL,"Camel, cube roll, raw",100,G,20.3,0.0,0.0,0.0,7.7,150.5,Base Units,Very High,Very Low,High,"Very High, Very Low, High",103,21
CAMEL,"Camel, rump, raw",100,G,21.4,0.0,0.0,0.0,3.0,112.6,Base Units,Very High,Very Low,Low,"Very High, Very Low, Low",101,23
CAPSICUM,"Capsicum, green, fresh, raw",100,G,0.9,2.5,1.5,2.5,0.0,16.6,Base Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
CAPSICUM,"Capsicum, green, fresh, fried, no added fat",100,G,1.0,2.8,1.7,2.8,0.0,18.6,Base Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
CAPSICUM,"Capsicum, red, fresh, raw",100,G,1.1,4.4,1.1,4.4,0.4,27.8,Base Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
CAPSICUM,"Capsicum, red, fresh, fried, no added fat",100,G,1.2,4.9,1.2,4.9,0.4,30.4,Base Units,Very Low,Low,Very Low,"Very Low, Low, Very Low",5,119
CARBS,"99 CALORIE SANDWHICH THINS, 1 SERVE, TWO THINS",40, G (1SLICE),4.2,16.3,0.0,3.3,1.3,93.7,Unknown,Low,High,Low,"Low, High, Low",41,83
CARBS,ABOTT'S BAKERY SOURDOUGH WHITE BREAD,2,SLICES,8.1,35.4,0.0,3.3,2.3,194.7,Serving Units,High,High,Low,"High, High, Low",91,33
CARBS,Kellogg's All-bran High Fibre Breakfast Cereal 530g,45,g,6.3,20.7,0.0,3.3,2.1,126.9,Base Units,Medium,High,Low,"Medium, High, Low",66,58
CARBS,ALLEN'S JELLY BEANS,20,G (9 BEANS),1.0,17.5,0.0,3.3,1.0,83.0,Unknown,Very Low,High,Low,"Very Low, High, Low",16,108
CARBS,ALPINE LOW CARB BREAD,2,SLICES,13.0,0.2,7.0,1.0,6.9,128.9,Serving Units,High,Very Low,High,"High, Very Low, High",78,46
CARBS,APPLE SLICES PIE FRUIT,100,G,0.8,5.1,0.0,3.3,0.8,30.8,Base Units,Very Low,Low,Low,"Very Low, Low, Low",6,118
CARBS,Woolworths Orange Mango Drink 2l,250,ML,1.5,27.2,0.0,25.0,0.3,117.5,Base Units,Low,High,Very Low,"Low, High, Very Low",40,84
CARBS,APPLE & CINNAMON MUFFIN,1,MUFFIN,5.4,43.6,0.0,3.3,16.2,341.8,Count Units,Medium,Very High,Very High,"Medium, Very High, Very High",74,50
CARBS,ARNOLD MULTI GRAIN BREAD,2,SLICES,10.0,40.0,0.0,3.3,5.0,245.0,Serving Units,High,High,Medium,"High, High, Medium",92,32
CARBS,"BAGEL, PLAIN",1,BAGEL,6.9,41.0,0.0,3.3,1.6,206.0,Count Units,Medium,Very High,Low,"Medium, Very High, Low",71,53
CARBS,BAKED PEA CRISPS ORIGINAL,19.5,G,3.0,10.2,0.0,3.3,4.3,91.5,Base Units,Low,Medium,Medium,"Low, Medium, Medium",37,87
CARBS,BARILLA GLUTEN FREE PENNE PASTA,85,G (RAW),6.0,67.2,0.0,3.3,1.7,308.1,Unknown,Medium,Very High,Low,"Medium, Very High, Low",71,53
CARBS,BEETROOT,100,G (RAW),1.6,12.8,0.0,3.3,0.2,59.4,Unknown,Low,Medium,Very Low,"Low, Medium, Very Low",35,89
CARBS,Bell Farms French Fries 1kg,100,G,2.5,22.6,2.1,0.6,4.0,140.6,Base Units,Low,High,Medium,"Low, High, Medium",42,82
